name,opening_hours,address,location,phone_number,rating,price_level,isJapanese,isKorean,isChinese,isMalay,isIndian,isThai,isVietnamese,isWestern,isLocal,isItalian,isMiddleEastern,isInternational,isEuropean,isGerman,isBurmese,isFrench
Chang Cheng Mee Wah Coffeehouse,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0600'}}]","269B Queen St, Singapore 182269",5,,3.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cheese Story Mookata Buffet - Parklane,"[{'close': {'day': 1, 'time': '0600'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 2, 'time': '0600'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 3, 'time': '0600'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 4, 'time': '0600'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 5, 'time': '0600'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 6, 'time': '0600'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 0, 'time': '0600'}, 'open': {'day': 6, 'time': '1200'}}]","35 Selegie Rd, #01-10 Parklane Shopping Mall, Singapore 188307",9,+65 8402 2280,4.1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chef Street,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1130'}}]","The Cathay, 2, Handy Rd, #B1-01/02/03, Singapore 229233",6,,4.7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chinhill International Pte.,,"3 Coleman Street, #01-11 Peninsula Shopping Centre Singapore 179804 Coleman St, Singapore 179804",9,,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Chuck Chuck,,"Middle Rd, Singapore",9,,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Chunky Lobsters,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","2 Handy Rd, #01-01 The Cathay, Singapore 229233",6,,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COLLIN'S® @ FUNAN,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1000'}}]","107 North Bridge Rd, #01-15 Funan Mall, Singapore 179105",9,+65 6970 1626,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COMNAM,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1000'}}]","252 North Bridge Rd, Singapore 179103",8,+65 6334 7377,3.7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Comnam Broken Rice Bowl,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1000'}}]","#B1-46, 252 N Bridge Rd, Raffles City Robinsons, Singapore 179103",8,+65 6334 7377,4.4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Coriander Leaf @ Chijmes,"[{'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","30, #02-01 Victoria St, Chijmes, Singapore 187996",5,+65 6837 0142,4.2,3,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
Crystal Jade Hong Kong Kitchen,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Rd #02-32 Plaza, Singapore 238839",10,+65 6336 2833,3.8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Daebak Korean Restaurant,"[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}]","8 Wilkie Rd, Singapore 228095",10,+65 8156 9201,4.2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D'Bun Pte Ltd,,"68 Orchard Rd, Singapore 238839",10,+65 6341 9268,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Deli’s Kitchen, Japan Grill Delicacy","[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]","91 Bencoolen Street #01-54 Sunshine Plaza Singapore, Singapore 189652",9,+65 6926 6176,4.2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delibowl Express 壹碗便当,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1030'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1030'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1030'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1030'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1030'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1030'}}]","107, #02-06 North Bridge Rd, Funan Mall, Singapore 179105",9,+65 9387 8349,3.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Delibowl RiceBox,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]","Funan Mall, #02-06 North Bridge Rd, 109号, Singapore 179105",9,+65 9387 8349,4.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Din Tai Fung Manulife Centre Restaurant,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","#01, 51 Bras Basah Rd, 02 MANULIFE CENTRE, Singapore 189554",5,+65 6837 3933,4.4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Din Tai Fung Raffles City Branch,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]","252 North Bridge Rd, #B1 - 08, Singapore 179103",8,+65 6336 6369,4.4,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
辣姜山火锅 LaJiangShan Hotpot,,"35 Selegie Rd, #01-06 Parklane Shopping Mall, Singapore 188307",9,+65 6265 8995,4.6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eat,,"1 Selegie Rd, Singapore 188306",9,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Edo Sushi Pte. Ltd.,,"1 Selegie Rd, Singapore 188306",9,+65 6337 2831,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggs 'n Things,"[{'close': {'day': 0, 'time': '2115'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2115'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2115'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2115'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2115'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2115'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2115'}, 'open': {'day': 6, 'time': '1000'}}]","68 Orchard Road #03-79/83 Plaza, Singapore 238839",10,+65 6835 9988,3.7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
El Mero Mero | Cocina Mexicana,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1700'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '1700'}}]","30 Victoria St, #01-20 Chijmes, Singapore 187996",5,+65 9722 8171,3.8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
El Teatro Tapas,"[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","13 Stamford Rd, #01-83 Arcade @ The Capitol Kempinski, Singapore 178905",7,+65 6715 6879,4.5,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Es Teler 77 Juara (International) Pte. Ltd.,,"35 Selegie Rd, Singapore 188307",9,+65 6338 1335,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eventasty一碗田 Hand-Pulled Noodles,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1130'}}]","109 North Bridge Rd, #01-13 Funan Mall, Singapore 179097",9,,4.3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Famous Treasure Chinese Restaurant,"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","13 Stamford Rd, #02-28 Capitol Piazza, Singapore 178905",7,+65 6881 6668,4.1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fireless Kitchen,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1000'}}]","109 North Bridge Rd, #02-04 Funan, Singapore 179097",9,+65 9661 4469,4.5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fish & Co.,"[{'close': {'day': 0, 'time': '2300'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 1, 'time': '2300'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2300'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2300'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2300'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1130'}}]","Raffles City, 252 North Bridge Road Raffles City Shopping Centre #B1-63/64, Singapore 179103",8,+65 6255 4971,3.8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Flame Dice Beef Cube,"[{'close': {'day': 0, 'time': '2130'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2130'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2130'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2130'}, 'open': {'day': 6, 'time': '1100'}}]","68 Orchard Rd, #B2-49, Singapore 238839",10,,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flavours By Saute - Vegetarian Vegan Restaurant Funan,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","107 North Bridge Rd, #B1-30 Funan, Singapore 179105",9,+65 9830 8582,3.9,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Flm Restaurant Pte Ltd,,"12 Queen St, Singapore 188553",5,+65 6338 2282,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Flutes,"[{'close': {'day': 0, 'time': '1700'}, 'open': {'day': 0, 'time': '1030'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1830'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1830'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1830'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1830'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1830'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1030'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1830'}}]","93 Stamford Rd, #01-02 National Museum of Singapore, Singapore 178897",5,+65 6338 8770,4.5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FrapasBar by Saveur - The Cathay,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1200'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1200'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1200'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1200'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1200'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1200'}}]","2 Handy Rd, #01-11/12 The Cathay, Singapore 229233",6,+65 6735 1141,4.7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Frieda,"[{'close': {'day': 0, 'time': '1430'}, 'open': {'day': 0, 'time': '1130'}}, {'close': {'day': 0, 'time': '2230'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1430'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 1, 'time': '2230'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1430'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 2, 'time': '2230'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1430'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 3, 'time': '2230'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1430'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 4, 'time': '2230'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1430'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 5, 'time': '2230'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1430'}, 'open': {'day': 6, 'time': '1130'}}, {'close': {'day': 6, 'time': '2230'}, 'open': {'day': 6, 'time': '1800'}}]","13 Stamford Road Arcade @ The Capitol Kempinski #01-87 and #01-K1, K2, Singapore 178905",7,+65 6715 6873,4.8,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Fu Lin Men Grand Banquet (Hotel Royal @ Queens),"[{'close': {'day': 0, 'time': '1500'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '1800'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '1800'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '1800'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '1800'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 5, 'time': '1500'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1800'}}, {'close': {'day': 6, 'time': '1500'}, 'open': {'day': 6, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1800'}}]","12 Queen St, Level 2 Hotel Royal @ Queens, Singapore 188553",5,+65 6338 2282,3.7,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fun Toast,"[{'close': {'day': 0, 'time': '1630'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1630'}, 'open': {'day': 6, 'time': '0830'}}]","13 Stamford Rd, #B2-25 Capitol Piazza, Singapore 178884",7,,1.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
